,,total_data_gb,total_data_gb,arpu_zar,absolute_error_gb,user_id
,,mean,std,mean,mean,count
is_peak_hour_user,network_type,,,,,
0,3G,0.7796379292929293,0.9187585592472629,100.13580808080808,0.14925024051867264,198
0,4G,2.3682357919254655,2.535173165005083,215.5202795031056,0.31784513128069514,644
0,4G+,3.680301071428571,4.1763564459844,303.4785714285714,0.5306535161220675,224
0,5G,5.3624175073313785,5.791880251248344,406.6689442815249,0.6751218606083559,341
1,3G,0.8832030337078651,0.8583161382301826,107.77044943820225,0.1975454193542841,89
1,4G,3.1244583508771933,3.143455401889351,268.1951228070175,0.4263778606736525,285
1,4G+,4.769021807228915,4.972108869397308,371.6412048192771,0.7314633666132111,83
1,5G,7.495091521739131,7.643263649704538,519.4939130434783,0.9597793615705508,138
